Habit,Date,Status,Comment
Wake Up Early ( < 8:00 am ),2025-01-04,fail,
gym,2024-09-02,skip,
Wake Up Early ( < 8:00 am ),2025-01-05,fail,
Wake Up Early ( < 8:00 am ),2025-01-22,success,
gym,2024-12-23,skip,
Wake Up Early ( < 8:00 am ),2025-01-06,fail,
gym,2024-12-24,skip,
gym,2024-12-25,skip,
gym,2024-12-26,skip,
gym,2024-12-27,skip,
gym,2024-12-28,skip,
gym,2024-12-29,skip,
gym,2025-01-04,success,
Wake Up Early ( < 8:00 am ),2025-01-19,fail,
gym,2025-01-05,skip,
Wake Up Early ( < 8:00 am ),2025-01-20,success,
Wake Up Early ( < 8:00 am ),2025-01-21,success,
Wake Up Early ( < 8:00 am ),2025-01-23,success,
Wake Up Early ( < 8:00 am ),2025-01-24,success,
Wake Up Early ( < 8:00 am ),2025-01-25,fail,
Wake Up Early ( < 8:00 am ),2025-01-26,fail,
No 🔞,2025-04-08,skip,
gym,2024-12-30,skip,
No 🔞,2025-04-09,skip,
Wake Up Early ( < 8:00 am ),2025-01-29,success,
Wake Up Early ( < 8:00 am ),2025-01-30,success,
No 🔞,2025-04-10,skip,
No 🔞,2025-04-13,skip,
No 🔞,2025-04-16,fail,
gym,2024-12-31,success,
No 🔞,2025-04-17,skip,
No 🔞,2025-04-18,skip,
No 🔞,2025-04-19,skip,
No 🔞,2025-04-20,skip,
No 🔞,2025-04-23,skip,
No 🔞,2025-04-24,success,
No 🔞,2025-04-25,fail,
No 🔞,2025-04-26,fail,
No 🔞,2025-04-27,skip,
No 🔞,2025-04-30,skip,
No 🔞,2025-05-02,skip,
No 🔞,2025-05-03,skip,
No 🔞,2025-05-04,fail,
Medicine,2025-10-29,fail,
Medicine,2025-10-30,fail,
Medicine,2025-10-31,fail,
Wake Up Early ( < 8:00 am ),2025-01-28,success,
Medicine,2025-11-01,fail,
Medicine,2025-11-02,fail,
Medicine,2025-11-03,fail,
No 🔞,2025-05-05,fail,
No 🔞,2025-05-06,skip,
Medicine,2025-11-04,fail,
Wake Up Early ( < 8:00 am ),2025-01-27,success,
Medicine,2025-11-05,fail,
Wake Up Early ( < 8:00 am ),2025-01-31,success,
Medicine,2025-11-06,fail,
Medicine,2025-11-07,fail,
Wake Up Early ( < 8:00 am ),2025-02-01,fail,
Wake Up Early ( < 8:00 am ),2025-02-02,fail,
Wake Up Early ( < 8:00 am ),2025-02-03,success,
Wake Up Early ( < 8:00 am ),2025-02-04,success,
Wake Up Early ( < 8:00 am ),2025-02-05,success,
No 🔞,2025-04-07,skip,
Wake Up Early ( < 8:00 am ),2025-02-06,success,
Medicine,2025-10-25,fail,
Wake Up Early ( < 8:00 am ),2025-02-07,success,
Wake Up Early ( < 8:00 am ),2025-02-08,fail,
Medicine,2025-10-26,success,
Medicine,2025-10-27,success,
Wake Up Early ( < 8:00 am ),2025-02-10,success,
Wake Up Early ( < 8:00 am ),2025-02-11,success,
Wake Up Early ( < 8:00 am ),2025-02-16,fail,
Wake Up Early ( < 8:00 am ),2025-02-17,success,
Wake Up Early ( < 8:00 am ),2025-02-18,success,
gym,2025-01-06,skip,
Wake Up Early ( < 8:00 am ),2025-01-07,success,
Wake Up Early ( < 8:00 am ),2025-01-08,success,
Wake Up Early ( < 8:00 am ),2025-01-09,success,
Wake Up Early ( < 8:00 am ),2025-01-10,success,
Wake Up Early ( < 8:00 am ),2025-01-11,fail,
Wake Up Early ( < 8:00 am ),2025-01-12,fail,
Wake Up Early ( < 8:00 am ),2025-01-13,success,
Wake Up Early ( < 8:00 am ),2025-01-14,skip,
gym,2025-01-14,skip,
Wake Up Early ( < 8:00 am ),2025-01-15,success,
Wake Up Early ( < 8:00 am ),2025-01-16,skip,
Wake Up Early ( < 8:00 am ),2025-01-17,success,
Wake Up Early ( < 8:00 am ),2025-01-18,fail,
Wake Up Early ( < 8:00 am ),2025-02-19,success,
Wake Up Early ( < 8:00 am ),2025-03-31,success,
Wake Up Early ( < 8:00 am ),2025-05-14,success,
gym,2025-01-16,skip,
gym,2025-01-17,skip,
gym,2025-01-18,skip,
gym,2025-01-19,skip,
gym,2025-01-20,skip,
gym,2025-01-21,skip,
gym,2025-01-22,skip,
gym,2025-01-23,skip,
gym,2025-01-24,skip,
gym,2025-01-25,skip,
Wake Up Early ( < 8:00 am ),2025-02-20,success,
gym,2025-01-26,skip,
gym,2025-01-27,skip,
gym,2025-01-28,skip,
gym,2025-01-29,skip,
gym,2025-01-30,skip,
gym,2025-01-31,skip,
gym,2025-02-01,skip,
gym,2025-02-02,skip,
gym,2025-02-03,skip,
gym,2025-02-04,skip,
gym,2025-02-06,skip,
gym,2025-02-07,skip,
gym,2025-02-08,skip,
gym,2025-02-09,skip,
gym,2025-02-10,skip,
Wake Up Early ( < 8:00 am ),2025-02-21,success,
Wake Up Early ( < 8:00 am ),2025-02-22,skip,
gym,2025-02-11,skip,
Wake Up Early ( < 8:00 am ),2025-05-15,success,
gym,2025-02-12,skip,
Medicine,2025-07-03,success,
Wake Up Early ( < 8:00 am ),2025-04-30,success,
gym,2025-01-07,skip,
Wake Up Early ( < 8:00 am ),2025-04-03,success,
gym,2025-01-08,skip,
gym,2025-01-09,skip,
Medicine,2025-10-23,fail,
Medicine,2025-10-24,fail,
gym,2025-01-10,skip,
gym,2025-01-11,skip,
gym,2025-01-12,skip,
Wake Up Early ( < 8:00 am ),2025-04-28,success,
Wake Up Early ( < 8:00 am ),2025-04-29,success,
Wake Up Early ( < 8:00 am ),2025-05-01,success,
Wake Up Early ( < 8:00 am ),2025-05-02,success,
gym,2025-01-13,skip,
gym,2025-01-15,skip,
gym,2025-02-05,skip,
gym,2025-02-13,skip,
Wake Up Early ( < 8:00 am ),2025-02-14,success,
Wake Up Early ( < 8:00 am ),2025-02-23,fail,
gym,2025-02-14,skip,
Wake Up Early ( < 8:00 am ),2025-02-15,fail,
Wake Up Early ( < 8:00 am ),2025-02-24,success,
Wake Up Early ( < 8:00 am ),2025-03-02,fail,
Wake Up Early ( < 8:00 am ),2025-03-05,success,
gym,2025-02-15,skip,
Wake Up Early ( < 8:00 am ),2025-03-04,success,
gym,2025-02-16,skip,
gym,2025-02-17,skip,
gym,2025-02-18,skip,
gym,2025-02-19,skip,
Wake Up Early ( < 8:00 am ),2025-02-27,fail,
gym,2025-02-20,skip,
Wake Up Early ( < 8:00 am ),2025-03-01,success,
Wake Up Early ( < 8:00 am ),2025-03-03,success,
gym,2025-02-21,skip,
gym,2025-02-22,skip,
gym,2025-02-23,skip,
Wake Up Early ( < 8:00 am ),2025-02-25,success,
Wake Up Early ( < 8:00 am ),2025-02-26,success,
Wake Up Early ( < 8:00 am ),2025-02-28,success,
gym,2025-02-24,skip,
gym,2025-02-25,success,
Wake Up Early ( < 8:00 am ),2025-03-06,success,
Wake Up Early ( < 8:00 am ),2025-03-07,success,
Wake Up Early ( < 8:00 am ),2025-03-08,fail,
Wake Up Early ( < 8:00 am ),2025-03-09,fail,
Wake Up Early ( < 8:00 am ),2025-03-10,success,
Medicine,2025-10-22,success,
Wake Up Early ( < 8:00 am ),2025-03-11,success,
Medicine,2025-10-20,fail,
Wake Up Early ( < 8:00 am ),2025-03-12,success,
Wake Up Early ( < 8:00 am ),2025-03-13,success,
Wake Up Early ( < 8:00 am ),2025-03-14,success,
Wake Up Early ( < 8:00 am ),2025-03-15,skip,
Wake Up Early ( < 8:00 am ),2025-03-16,fail,
Wake Up Early ( < 8:00 am ),2025-03-17,success,
Wake Up Early ( < 8:00 am ),2025-03-18,fail,
Wake Up Early ( < 8:00 am ),2025-03-19,success,
Wake Up Early ( < 8:00 am ),2025-03-20,success,
Wake Up Early ( < 8:00 am ),2025-03-21,success,
Wake Up Early ( < 8:00 am ),2025-03-22,fail,
Wake Up Early ( < 8:00 am ),2025-03-23,fail,
Wake Up Early ( < 8:00 am ),2025-03-24,success,
Wake Up Early ( < 8:00 am ),2025-03-25,success,
Wake Up Early ( < 8:00 am ),2025-03-26,success,
Wake Up Early ( < 8:00 am ),2025-03-27,success,
Wake Up Early ( < 8:00 am ),2025-03-28,success,
Wake Up Early ( < 8:00 am ),2025-03-29,fail,
Medicine,2025-10-19,fail,
Medicine,2025-10-21,fail,
Wake Up Early ( < 8:00 am ),2025-03-30,success,
Wake Up Early ( < 8:00 am ),2025-04-01,success,
Wake Up Early ( < 8:00 am ),2025-04-02,success,
gym,2025-03-31,skip,
gym,2025-04-02,skip,
Wake Up Early ( < 8:00 am ),2025-04-04,success,
Wake Up Early ( < 8:00 am ),2025-04-05,skip,
Wake Up Early ( < 8:00 am ),2025-04-06,fail,
Wake Up Early ( < 8:00 am ),2025-04-07,success,
Wake Up Early ( < 8:00 am ),2025-04-12,fail,
Wake Up Early ( < 8:00 am ),2025-04-13,fail,
Wake Up Early ( < 8:00 am ),2025-04-14,success,
Wake Up Early ( < 8:00 am ),2025-04-15,success,
Wake Up Early ( < 8:00 am ),2025-04-16,success,
Wake Up Early ( < 8:00 am ),2025-04-17,success,
Wake Up Early ( < 8:00 am ),2025-04-18,fail,
Wake Up Early ( < 8:00 am ),2025-04-19,success,
Wake Up Early ( < 8:00 am ),2025-04-20,fail,
Wake Up Early ( < 8:00 am ),2025-04-21,fail,
Wake Up Early ( < 8:00 am ),2025-04-22,success,
Wake Up Early ( < 8:00 am ),2025-04-23,success,
Wake Up Early ( < 8:00 am ),2025-04-24,success,
Wake Up Early ( < 8:00 am ),2025-05-03,fail,
Wake Up Early ( < 8:00 am ),2025-05-04,fail,
Wake Up Early ( < 8:00 am ),2025-05-05,success,
Wake Up Early ( < 8:00 am ),2025-05-06,success,
Medicine,2025-10-18,fail,
Wake Up Early ( < 8:00 am ),2025-05-07,success,
Wake Up Early ( < 8:00 am ),2025-05-08,success,
Wake Up Early ( < 8:00 am ),2025-05-09,fail,
Wake Up Early ( < 8:00 am ),2025-05-10,fail,
Wake Up Early ( < 8:00 am ),2025-05-11,skip,
Wake Up Early ( < 8:00 am ),2025-05-12,success,
Wake Up Early ( < 8:00 am ),2025-05-13,success,
Wake Up Early ( < 8:00 am ),2025-05-16,success,
Wake Up Early ( < 8:00 am ),2025-05-17,fail,
Wake Up Early ( < 8:00 am ),2025-05-18,success,
Wake Up Early ( < 8:00 am ),2025-05-19,success,
Wake Up Early ( < 8:00 am ),2025-05-20,success,
Wake Up Early ( < 8:00 am ),2025-05-21,success,
Wake Up Early ( < 8:00 am ),2025-05-22,success,
Wake Up Early ( < 8:00 am ),2025-05-23,success,
Wake Up Early ( < 8:00 am ),2025-05-24,fail,
Wake Up Early ( < 8:00 am ),2025-05-25,fail,
Wake Up Early ( < 8:00 am ),2025-05-26,success,
Wake Up Early ( < 8:00 am ),2025-05-27,fail,
Wake Up Early ( < 8:00 am ),2025-05-28,success,
Wake Up Early ( < 8:00 am ),2025-05-29,success,
Wake Up Early ( < 8:00 am ),2025-06-10,fail,
Wake Up Early ( < 8:00 am ),2025-06-11,fail,
Wake Up Early ( < 8:00 am ),2025-06-13,success,
Medicine,2025-10-16,success,
Medicine,2025-10-17,fail,
Wake Up Early ( < 8:00 am ),2025-05-30,success,
Wake Up Early ( < 8:00 am ),2025-05-31,fail,
Wake Up Early ( < 8:00 am ),2025-06-01,fail,
Wake Up Early ( < 8:00 am ),2025-06-02,fail,
Wake Up Early ( < 8:00 am ),2025-06-03,success,
Wake Up Early ( < 8:00 am ),2025-06-04,success,
Wake Up Early ( < 8:00 am ),2025-06-05,success,
Wake Up Early ( < 8:00 am ),2025-06-06,success,
Wake Up Early ( < 8:00 am ),2025-06-07,fail,
Wake Up Early ( < 8:00 am ),2025-06-08,fail,
Wake Up Early ( < 8:00 am ),2025-06-09,fail,
Wake Up Early ( < 8:00 am ),2025-06-12,success,
Wake Up Early ( < 8:00 am ),2025-06-14,fail,
Wake Up Early ( < 8:00 am ),2025-06-15,fail,
Wake Up Early ( < 8:00 am ),2025-06-16,fail,
Wake Up Early ( < 8:00 am ),2025-06-17,success,
Medicine,2025-10-14,fail,
Medicine,2025-10-15,success,
Wake Up Early ( < 8:00 am ),2025-06-18,fail,
Wake Up Early ( < 8:00 am ),2025-06-19,fail,
Wake Up Early ( < 8:00 am ),2025-06-20,success,
Wake Up Early ( < 8:00 am ),2025-06-21,fail,
Wake Up Early ( < 8:00 am ),2025-06-22,fail,
Wake Up Early ( < 8:00 am ),2025-06-23,success,
Wake Up Early ( < 8:00 am ),2025-06-24,fail,
Wake Up Early ( < 8:00 am ),2025-06-25,success,
Medicine,2025-10-13,success,
Wake Up Early ( < 8:00 am ),2025-06-26,success,
Wake Up Early ( < 8:00 am ),2025-06-27,success,
Wake Up Early ( < 8:00 am ),2025-06-28,fail,
Wake Up Early ( < 8:00 am ),2025-06-29,fail,
Wake Up Early ( < 8:00 am ),2025-06-30,success,
Wake Up Early ( < 8:00 am ),2025-07-01,success,
Wake Up Early ( < 8:00 am ),2025-07-02,fail,
Wake Up Early ( < 8:00 am ),2025-07-03,success,
🍇,2025-03-29,success,
Wake Up Early ( < 8:00 am ),2025-07-04,success,
Wake Up Early ( < 8:00 am ),2025-07-05,fail,
Wake Up Early ( < 8:00 am ),2025-07-06,fail,
Medicine,2025-10-07,success,
Wake Up Early ( < 8:00 am ),2025-07-07,success,
Wake Up Early ( < 8:00 am ),2025-07-08,success,
Wake Up Early ( < 8:00 am ),2025-07-09,success,
Wake Up Early ( < 8:00 am ),2025-07-10,success,
Wake Up Early ( < 8:00 am ),2025-07-11,success,
Medicine,2025-10-11,success,
gym,2025-02-26,skip,
Medicine,2025-10-12,fail,
Wake Up Early ( < 8:00 am ),2025-07-29,success,
Wake Up Early ( < 8:00 am ),2025-07-31,fail,
Wake Up Early ( < 8:00 am ),2025-08-02,fail,
gym,2025-02-27,skip,
gym,2025-02-28,skip,
Wake Up Early ( < 8:00 am ),2025-07-12,fail,
Wake Up Early ( < 8:00 am ),2025-08-01,fail,
gym,2025-03-01,success,
Wake Up Early ( < 8:00 am ),2025-07-19,fail,
Wake Up Early ( < 8:00 am ),2025-07-30,success,
gym,2025-03-02,skip,
gym,2025-03-03,skip,
gym,2025-03-04,skip,
gym,2025-03-05,skip,
Medicine,2025-10-08,success,
gym,2025-03-06,skip,
Wake Up Early ( < 8:00 am ),2025-07-13,fail,
Wake Up Early ( < 8:00 am ),2025-07-27,fail,
Medicine,2025-10-09,success,
gym,2025-03-07,skip,
Wake Up Early ( < 8:00 am ),2025-07-20,fail,
gym,2025-03-09,skip,
Medicine,2025-10-10,fail,
Wake Up Early ( < 8:00 am ),2025-07-21,success,
Wake Up Early ( < 8:00 am ),2025-07-22,success,
Wake Up Early ( < 8:00 am ),2025-07-23,success,
gym,2025-03-08,skip,
Wake Up Early ( < 8:00 am ),2025-07-24,success,
Wake Up Early ( < 8:00 am ),2025-07-26,fail,
gym,2025-03-10,skip,
gym,2025-03-11,skip,
gym,2025-03-12,skip,
Wake Up Early ( < 8:00 am ),2025-07-28,success,
gym,2025-03-13,skip,
Wake Up Early ( < 8:00 am ),2025-07-15,success,
Wake Up Early ( < 8:00 am ),2025-07-16,fail,
Wake Up Early ( < 8:00 am ),2025-07-17,fail,
Wake Up Early ( < 8:00 am ),2025-07-25,success,
Medicine,2025-10-05,success,
gym,2025-03-14,skip,
gym,2025-03-15,skip,
Medicine,2025-10-06,success,
gym,2025-03-16,success,
gym,2025-03-17,skip,
gym,2025-03-18,skip,
gym,2025-03-19,skip,
gym,2025-03-20,skip,
Wake Up Early ( < 8:00 am ),2025-07-14,success,
gym,2025-03-21,skip,
gym,2025-03-22,success,
gym,2025-03-23,skip,
Wake Up Early ( < 8:00 am ),2025-07-18,success,
gym,2025-03-24,skip,
gym,2025-03-25,skip,
gym,2025-03-26,skip,
gym,2025-03-27,skip,
gym,2025-03-28,skip,
gym,2025-03-29,skip,
Medicine,2025-10-04,success,
gym,2025-03-30,success,
gym,2025-04-01,skip,
gym,2025-04-03,skip,
gym,2025-04-04,skip,
gym,2025-04-05,success,
gym,2025-04-06,skip,
Medicine,2025-04-07,success,
Medicine,2025-04-12,success,
Medicine,2025-04-13,success,
Medicine,2025-04-14,success,
Medicine,2025-04-16,success,
gym,2025-04-07,skip,
Medicine,2025-04-08,success,
Medicine,2025-04-09,success,
Medicine,2025-04-10,success,
Medicine,2025-04-11,success,
Medicine,2025-04-15,success,
Medicine,2025-04-17,success,
gym,2025-04-15,skip,
Medicine,2025-04-18,success,
Medicine,2025-04-19,success,
Medicine,2025-04-20,success,
Medicine,2025-04-21,success,
gym,2025-04-21,skip,
Medicine,2025-04-22,success,
Medicine,2025-04-23,success,
Medicine,2025-04-24,success,
Medicine,2025-04-25,success,
Wake Up Early ( < 8:00 am ),2025-04-25,success,
Medicine,2025-04-26,success,
Medicine,2025-04-27,success,
Medicine,2025-04-28,success,
Medicine,2025-04-29,success,
Medicine,2025-04-30,success,
Wake Up Early ( < 8:00 am ),2025-04-11,success,
Medicine,2025-05-01,success,
Medicine,2025-05-02,success,
Medicine,2025-05-03,success,
Medicine,2025-05-04,success,
Medicine,2025-05-05,success,
Medicine,2025-05-06,success,
Medicine,2025-05-07,success,
Medicine,2025-05-08,success,
Wake Up Early ( < 8:00 am ),2025-04-08,success,
Medicine,2025-05-09,success,
gym,2025-04-11,skip,
Medicine,2025-05-10,success,
Medicine,2025-05-12,success,
Medicine,2025-05-13,success,
gym,2025-04-08,skip,
Medicine,2025-05-14,success,
Wake Up Early ( < 8:00 am ),2025-04-09,success,
Medicine,2025-05-15,success,
Wake Up Early ( < 8:00 am ),2025-04-10,success,
Medicine,2025-05-16,success,
Medicine,2025-09-30,success,
Medicine,2025-10-01,success,
gym,2025-04-09,skip,
gym,2025-04-10,skip,
Medicine,2025-10-02,success,
gym,2025-04-12,success,
gym,2025-04-13,skip,
gym,2025-04-14,skip,
Medicine,2025-09-29,success,
gym,2025-04-16,success,
gym,2025-04-17,success,
gym,2025-04-18,skip,
gym,2025-04-19,skip,
gym,2025-04-20,success,
gym,2025-04-22,skip,
Medicine,2025-05-11,success,
gym,2025-04-23,skip,
gym,2025-04-24,skip,
gym,2025-04-25,skip,
Wake Up Early ( < 8:00 am ),2025-04-26,fail,
gym,2025-04-26,skip,
Wake Up Early ( < 8:00 am ),2025-04-27,fail,
gym,2025-04-27,success,
gym,2025-04-28,skip,
Medicine,2025-09-26,success,
gym,2025-04-29,skip,
gym,2025-04-30,skip,
gym,2025-05-01,skip,
gym,2025-05-02,skip,
gym,2025-05-03,success,
gym,2025-05-04,skip,
Medicine,2025-09-27,success,
Medicine,2025-09-28,success,
gym,2025-05-05,skip,
gym,2025-05-06,success,
gym,2025-05-07,skip,
Medicine,2025-09-02,success,
gym,2025-05-08,skip,
gym,2025-05-09,skip,
gym,2025-05-10,skip,
gym,2025-05-11,success,
gym,2025-05-12,skip,
gym,2025-05-13,skip,
Medicine,2025-09-25,success,
gym,2025-05-14,skip,
gym,2025-05-15,skip,
gym,2025-05-16,skip,
Medicine,2025-05-17,success,
Medicine,2025-05-18,success,
Medicine,2025-05-19,success,
Medicine,2025-05-20,success,
Medicine,2025-05-21,success,
Medicine,2025-05-22,success,
gym,2025-05-20,skip,
Medicine,2025-05-23,success,
Medicine,2025-05-25,fail,
gym,2025-05-21,skip,
gym,2025-05-22,skip,
gym,2025-05-23,skip,
Medicine,2025-05-24,success,
gym,2025-05-24,success,
Medicine,2025-05-26,fail,
gym,2025-05-25,skip,
gym,2025-05-26,skip,
Medicine,2025-05-27,success,
gym,2025-05-18,success,
Medicine,2025-05-28,success,
Medicine,2025-05-29,success,
Medicine,2025-05-30,success,
Medicine,2025-05-31,fail,
Medicine,2025-06-01,success,
Medicine,2025-06-02,success,
gym,2025-05-28,skip,
gym,2025-05-29,skip,
gym,2025-05-30,skip,
Medicine,2025-06-03,success,
gym,2025-05-27,skip,
Medicine,2025-06-04,success,
Medicine,2025-06-05,fail,
Medicine,2025-06-06,success,
Medicine,2025-06-07,success,
Medicine,2025-06-08,success,
Medicine,2025-06-09,success,
Medicine,2025-06-10,success,
Medicine,2025-06-11,success,
Medicine,2025-06-12,fail,
gym,2025-05-31,success,
gym,2025-06-08,skip,
gym,2025-06-09,skip,
Medicine,2025-06-13,success,
gym,2025-06-01,skip,
gym,2025-06-10,skip,
Medicine,2025-06-14,success,
gym,2025-06-04,skip,
Medicine,2025-06-15,success,
gym,2025-06-02,skip,
gym,2025-06-03,skip,
Medicine,2025-06-16,success,
Medicine,2025-06-17,success,
Medicine,2025-06-18,success,
Medicine,2025-06-19,success,
Medicine,2025-06-20,skip,
Medicine,2025-06-21,skip,
Medicine,2025-06-22,skip,
Medicine,2025-06-23,skip,
Medicine,2025-06-24,success,
Medicine,2025-06-25,fail,
Medicine,2025-06-26,success,
Medicine,2025-06-27,success,
Medicine,2025-06-28,success,
gym,2025-05-19,skip,
gym,2025-06-05,skip,
Medicine,2025-06-29,fail,
Medicine,2025-06-30,success,
Medicine,2025-07-02,success,
Medicine,2025-09-18,success,
Wake Up Early ( < 8:00 am ),2025-08-28,success,
Medicine,2025-09-19,success,
Medicine,2025-09-22,success,
gym,2025-05-17,success,
gym,2025-06-06,skip,
gym,2025-06-07,skip,
Medicine,2025-09-20,success,
Medicine,2025-09-21,skip,
gym,2025-06-11,skip,
gym,2025-06-12,skip,
gym,2025-06-13,skip,
gym,2025-06-14,skip,
gym,2025-06-15,skip,
Medicine,2025-09-23,fail,
gym,2025-06-16,skip,
gym,2025-06-17,skip,
Medicine,2025-09-24,fail,
gym,2025-06-18,skip,
gym,2025-06-19,skip,
gym,2025-06-20,skip,
gym,2025-06-29,skip,
Medicine,2025-07-04,success,
Medicine,2025-07-05,success,
Medicine,2025-07-06,fail,
Medicine,2025-07-07,success,
Medicine,2025-07-08,success,
Medicine,2025-07-09,success,
Medicine,2025-07-10,fail,
gym,2025-06-21,skip,
Medicine,2025-07-11,success,
Medicine,2025-07-12,success,
gym,2025-06-22,skip,
Medicine,2025-07-13,success,
Medicine,2025-07-14,fail,
Medicine,2025-07-15,fail,
Medicine,2025-07-16,fail,
Medicine,2025-07-17,fail,
gym,2025-06-23,skip,
Medicine,2025-07-18,success,
Medicine,2025-07-19,success,
Medicine,2025-07-20,success,
Medicine,2025-08-02,success,
Wake Up Early ( < 8:00 am ),2025-09-04,fail,
gym,2025-06-24,skip,
Medicine,2025-07-21,success,
Medicine,2025-07-22,success,
Medicine,2025-07-23,success,
Medicine,2025-07-24,fail,
Wake Up Early ( < 8:00 am ),2025-08-20,success,
gym,2025-06-27,skip,
gym,2025-06-30,skip,
gym,2025-07-01,skip,
gym,2025-07-02,skip,
gym,2025-07-03,skip,
gym,2025-07-04,skip,
Medicine,2025-08-03,success,
Medicine,2025-08-04,success,
Medicine,2025-08-15,success,
gym,2025-07-05,skip,
gym,2025-07-06,skip,
gym,2025-07-08,skip,
gym,2025-07-10,skip,
gym,2025-07-11,skip,
gym,2025-07-13,skip,
gym,2025-07-14,skip,
Wake Up Early ( < 8:00 am ),2025-08-21,fail,
gym,2025-07-15,skip,
gym,2025-07-17,skip,
gym,2025-07-18,skip,
gym,2025-07-19,skip,
gym,2025-07-20,skip,
Wake Up Early ( < 8:00 am ),2025-08-03,fail,
Wake Up Early ( < 8:00 am ),2025-08-04,success,
Medicine,2025-08-05,success,
Medicine,2025-08-06,success,
Medicine,2025-08-07,success,
Medicine,2025-08-08,fail,
Medicine,2025-08-09,success,
Medicine,2025-08-10,success,
Medicine,2025-08-11,success,
gym,2025-07-21,skip,
Medicine,2025-08-12,success,
Medicine,2025-08-13,success,
gym,2025-07-22,skip,
Medicine,2025-08-14,success,
Medicine,2025-08-28,success,
Wake Up Early ( < 8:00 am ),2025-08-05,success,
Medicine,2025-08-29,success,
Medicine,2025-08-30,fail,
Wake Up Early ( < 8:00 am ),2025-08-06,fail,
Wake Up Early ( < 8:00 am ),2025-08-07,fail,
Wake Up Early ( < 8:00 am ),2025-08-08,success,
Wake Up Early ( < 8:00 am ),2025-08-09,fail,
Medicine,2025-08-31,fail,
Medicine,2025-09-01,success,
Medicine,2025-09-03,success,
Medicine,2025-09-04,success,
Wake Up Early ( < 8:00 am ),2025-08-10,fail,
Medicine,2025-08-16,success,
Medicine,2025-08-17,success,
Wake Up Early ( < 8:00 am ),2025-08-12,success,
Medicine,2025-08-18,success,
Wake Up Early ( < 8:00 am ),2025-08-13,success,
Wake Up Early ( < 8:00 am ),2025-08-14,success,
Medicine,2025-08-19,success,
Wake Up Early ( < 8:00 am ),2025-08-15,fail,
Medicine,2025-08-20,success,
Wake Up Early ( < 8:00 am ),2025-08-16,success,
Medicine,2025-08-21,success,
Medicine,2025-08-22,success,
gym,2025-07-23,skip,
Wake Up Early ( < 8:00 am ),2025-08-17,skip,
Wake Up Early ( < 8:00 am ),2025-08-18,success,
Medicine,2025-08-23,success,
Wake Up Early ( < 8:00 am ),2025-08-11,success,
Wake Up Early ( < 8:00 am ),2025-08-19,success,
Medicine,2025-08-24,skip,
Medicine,2025-08-25,success,
Medicine,2025-08-26,success,
Medicine,2025-08-27,success,
Wake Up Early ( < 8:00 am ),2025-09-03,success,
Medicine,2025-09-05,success,
Medicine,2025-09-06,success,
Medicine,2025-09-07,success,
Wake Up Early ( < 8:00 am ),2025-08-23,success,
Wake Up Early ( < 8:00 am ),2025-08-24,fail,
Wake Up Early ( < 8:00 am ),2025-08-26,success,
Wake Up Early ( < 8:00 am ),2025-08-27,success,
Medicine,2025-09-08,success,
Wake Up Early ( < 8:00 am ),2025-08-25,success,
Wake Up Early ( < 8:00 am ),2025-09-02,fail,
Medicine,2025-09-09,success,
Medicine,2025-09-10,success,
Medicine,2025-09-11,success,
Medicine,2025-09-12,skip,
Wake Up Early ( < 8:00 am ),2025-08-22,fail,
Medicine,2025-09-13,skip,
Wake Up Early ( < 8:00 am ),2025-08-29,success,
Wake Up Early ( < 8:00 am ),2025-08-30,fail,
Medicine,2025-09-14,skip,
gym,2025-07-07,skip,
Medicine,2025-09-15,skip,
Medicine,2025-09-16,skip,
gym,2025-06-25,skip,
gym,2025-06-26,skip,
Wake Up Early ( < 8:00 am ),2025-08-31,success,
Wake Up Early ( < 8:00 am ),2025-09-01,fail,
Medicine,2025-09-17,skip,
Medicine,2025-10-03,success,
gym,2025-06-28,skip,
gym,2025-07-16,skip,
gym,2025-07-24,skip,
Medicine,2025-07-25,success,
Medicine,2025-07-26,success,
Medicine,2025-07-27,success,
Wake Up Early ( < 8:00 am ),2025-09-06,fail,
gym,2025-07-25,skip,
Medicine,2025-07-28,success,
Medicine,2025-07-31,success,
gym,2025-07-27,skip,
Wake Up Early ( < 8:00 am ),2025-09-07,fail,
Wake Up Early ( < 8:00 am ),2025-09-08,success,
gym,2025-07-26,success,
Wake Up Early ( < 8:00 am ),2025-09-09,success,
gym,2025-07-28,skip,
Medicine,2025-07-29,fail,
Medicine,2025-07-30,fail,
Medicine,2025-08-01,success,
gym,2025-08-08,skip,
Wake Up Early ( < 8:00 am ),2025-09-11,success,
Wake Up Early ( < 8:00 am ),2025-09-12,success,
gym,2025-08-09,skip,
gym,2025-08-10,skip,
gym,2025-08-11,skip,
Wake Up Early ( < 8:00 am ),2025-09-05,success,
Wake Up Early ( < 8:00 am ),2025-09-10,fail,
Wake Up Early ( < 8:00 am ),2025-09-13,fail,
gym,2025-08-12,skip,
gym,2025-08-13,success,
gym,2025-08-14,skip,
Wake Up Early ( < 8:00 am ),2025-09-14,fail,
Wake Up Early ( < 8:00 am ),2025-09-15,success,
gym,2025-08-01,skip,
Wake Up Early ( < 8:00 am ),2025-09-16,fail,
gym,2025-08-07,skip,
Wake Up Early ( < 8:00 am ),2025-09-17,fail,
Wake Up Early ( < 8:00 am ),2025-09-18,fail,
